text1,text2,similarity
I am feeling great,I am going to the gym,0.46
The weather is cold,The game was fun,0.23
The weather is hot,The car is parked outside,0.57
The food tastes great,I feel confident,0.0
A storm is coming,I am cooking dinner,0.18
I am watching a movie,I am playing football,0.43
It is raining today,A storm is coming,0.42
A storm is coming,I am sad today,0.0
I am watching a movie,I am studying for exams,0.47
The game was fun,I am happy today,0.03
I am feeling great,I feel nervous,0.45
It is a beautiful day,I am a bit upset,0.01
I am calm and relaxed,The car is parked outside,0.0
The cat is sleeping,I feel nervous,0.19
I am very tired,The cat is sleeping,0.0
I am doing yoga,A storm is coming,0.08
I am feeling great,It might snow today,0.14
It is a beautiful day,I am watching a movie,0.03
A storm is coming,I am studying for exams,0.0
I am a bit upset,The game was fun,0.2
I am sad today,It is a beautiful day,0.15
I am coding a project,The game was fun,0.06
I am cooking dinner,It is cloudy today,0.2
The computer is running,A storm is coming,0.3
It might snow today,A storm is coming,0.0
I am very tired,The car is parked outside,0.11
I am a bit upset,I am cleaning my room,0.44
I am reading a book,It is raining today,0.0
It is a beautiful day,I feel confident,0.0
I am going to the gym,It is windy today,0.19
The weather is cold,I am watching a movie,0.14
I am going to the gym,The car is parked outside,0.3
I am cleaning my room,I am a bit upset,0.26
I am scared,The phone is ringing,0.2
I am reading a book,The car is parked outside,0.11
I am scared,A storm is coming,0.1
The dog is barking,The car is parked outside,0.62
I am happy today,The movie was boring,0.0
I am cooking dinner,I am very tired,0.69
The weather is cold,The car is parked outside,0.65
I am feeling great,I am feeling great,0.95
It is raining today,I am studying for exams,0.0
I am playing football,I am feeling great,0.65
I am doing yoga,I feel excited,0.38
I feel excited,The phone is ringing,0.03
I am cooking dinner,The dog is barking,0.0
I am cleaning my room,The game was fun,0.19
The weather is cold,I am very tired,0.0
The room is clean,It is raining today,0.42
The computer is running,The dog is barking,0.53
The game was fun,There is a thunderstorm,0.0
I am studying for exams,I feel nervous,0.08
The car is parked outside,The cat is sleeping,0.27
The phone is ringing,The weather is cold,0.38
I am sad today,The movie was boring,0.17
The computer is running,A storm is coming,0.29
I am studying for exams,I am happy today,0.43
I am studying for exams,It might snow today,0.0
I am going to the gym,The computer is running,0.04
It is cloudy today,I am cleaning my room,0.0
The weather is cold,The phone is ringing,0.47
The food tastes great,I am coding a project,0.0
It is windy today,It is a beautiful day,0.31
The weather is cold,The weather is hot,0.9
I am doing yoga,The phone is ringing,0.09
The phone is ringing,It is a beautiful day,0.3
The food tastes great,I feel nervous,0.16
It is a beautiful day,I am studying for exams,0.0
I am reading a book,It might snow today,0.13
I am coding a project,I feel excited,0.24
I am studying for exams,The food tastes great,0.08
A storm is coming,A storm is coming,1.0
The car is parked outside,I am watching a movie,0.16
The phone is ringing,I am reading a book,0.0
I am very tired,It is raining today,0.0
The food tastes great,The game was fun,0.24
The cat is sleeping,The weather is hot,0.62
I feel excited,I am calm and relaxed,0.45
The phone is ringing,The game was fun,0.24
I feel confident,The movie was boring,0.04
There is a thunderstorm,It is a beautiful day,0.39
I am a bit upset,I am cleaning my room,0.35
The dog is barking,I am very tired,0.02
The food tastes great,I am doing yoga,0.03
I am sad today,I feel excited,0.4
I am feeling great,It is cloudy today,0.0
I am reading a book,I feel nervous,0.3
I feel confident,The game was fun,0.0
The computer is running,I am cleaning my room,0.15
I am cleaning my room,I am cleaning my room,1.0
I am learning a new language,The dog is barking,0.17
It is cloudy today,The phone is ringing,0.39
The food tastes great,I am cooking dinner,0.0
I am very tired,The weather is hot,0.0
It is windy today,It is a beautiful day,0.66
I am calm and relaxed,I am sad today,0.35
I am doing yoga,I am doing yoga,1.0
A storm is coming,It is a beautiful day,0.54
The cat is sleeping,I feel confident,0.08
The dog is barking,The car is parked outside,0.68
The car is parked outside,The phone is ringing,0.32
The cat is sleeping,The weather is cold,0.49
I am scared,The phone is ringing,0.0
I am coding a project,It is sunny today,0.0
It is sunny today,There is a thunderstorm,0.35
I am very tired,I am learning a new language,0.46
The game was fun,I am sad today,0.12
It is cloudy today,I am coding a project,0.0
The computer is running,I am feeling great,0.1
I am studying for exams,I am studying for exams,0.85
I am going to the gym,The food tastes great,0.2
I am doing yoga,The car is parked outside,0.03
The computer is running,I am cleaning my room,0.0
I am reading a book,I am coding a project,0.75
I am coding a project,I am cooking dinner,0.36
I am studying for exams,The food tastes great,0.1
I am studying for exams,I am a bit upset,0.52
The bed is comfortable,The car is parked outside,0.36
I am cooking dinner,The computer is running,0.0
I am reading a book,The phone is ringing,0.12
It is sunny today,I am feeling great,0.11
I am doing yoga,The phone is ringing,0.0
The phone is ringing,I am going to the gym,0.41
I am studying for exams,The phone is ringing,0.0
A storm is coming,I am going to the gym,0.0
The game was fun,I am coding a project,0.09
I am feeling great,It is windy today,0.0
I am studying for exams,I am going to the gym,0.22
I am scared,I am going to the gym,0.72
I feel confident,It is sunny today,0.05
I am learning a new language,The dog is barking,0.1
The phone is ringing,I am studying for exams,0.0
It is cloudy today,It is windy today,0.58
I am a bit upset,It might snow today,0.0
I am going to the gym,I am happy today,0.14
I am playing football,The computer is running,0.08
It is cloudy today,It is cloudy today,1.0
It is raining today,I am scared,0.0
A storm is coming,I am cleaning my room,0.0
I am studying for exams,The car is parked outside,0.07
It is raining today,The weather is cold,0.43
I am very tired,The room is clean,0.0
I am scared,I am doing yoga,0.63
I am cooking dinner,The phone is ringing,0.0
I am cooking dinner,I am watching a movie,0.34
The weather is cold,It is a beautiful day,0.18
I am doing yoga,The movie was boring,0.0
I feel nervous,The weather is hot,0.0
It is cloudy today,I am reading a book,0.0
The bed is comfortable,The food tastes great,0.44
I am feeling great,I am cooking dinner,0.37
I am cleaning my room,The car is parked outside,0.17
I am cooking dinner,I am a bit upset,0.55
I am a bit upset,I am watching a movie,0.42
The bed is comfortable,It is a beautiful day,0.22
The weather is hot,It is a beautiful day,0.3
The dog is barking,The bed is comfortable,0.41
A storm is coming,It is a beautiful day,0.49
I am doing yoga,It is a beautiful day,0.0
The food tastes great,I am watching a movie,0.16
I am coding a project,I am a bit upset,0.49
The movie was boring,I am playing football,0.17
I am watching a movie,I am doing yoga,0.33
The game was fun,I am going to the gym,0.34
It is sunny today,I am doing yoga,0.13
The weather is cold,It is cloudy today,0.29
I am a bit upset,It is sunny today,0.04
The food tastes great,A storm is coming,0.0
I feel excited,The game was fun,0.0
The computer is running,The bed is comfortable,0.58
The cat is sleeping,There is a thunderstorm,0.41
I am happy today,It is raining today,0.26
I am happy today,The movie was boring,0.08
I am learning a new language,It is windy today,0.0
The game was fun,The dog is barking,0.06
I am cooking dinner,The phone is ringing,0.0
The cat is sleeping,A storm is coming,0.09
It is a beautiful day,It is a beautiful day,1.0
I am studying for exams,The weather is cold,0.0
The computer is running,There is a thunderstorm,0.29
I am going to the gym,I am studying for exams,0.28
It is windy today,A storm is coming,0.24
The car is parked outside,I am scared,0.04
It might snow today,I am calm and relaxed,0.07
I feel nervous,A storm is coming,0.0
I am feeling great,I am going to the gym,0.48
It is a beautiful day,I am playing football,0.13
I am coding a project,The game was fun,0.1
I am going to the gym,I feel excited,0.0
I am happy today,The room is clean,0.0
I am doing yoga,I am happy today,0.53
The dog is barking,I am sad today,0.2
I am cooking dinner,I am learning a new language,0.56
I am watching a movie,I am cooking dinner,0.21
I am reading a book,The computer is running,0.11
The bed is comfortable,The phone is ringing,0.33
I am very tired,I feel confident,0.14
The cat is sleeping,It is raining today,0.08
It is windy today,I am a bit upset,0.0
The movie was boring,I feel nervous,0.18
I am coding a project,I am a bit upset,0.79
I am cooking dinner,It is cloudy today,0.0
The movie was boring,The game was fun,0.4
The room is clean,I am a bit upset,0.0
It is sunny today,It is raining today,0.63
I am cooking dinner,A storm is coming,0.15
I am coding a project,It is raining today,0.04
It is sunny today,It is sunny today,0.94
The dog is barking,The weather is cold,0.44
I feel excited,It is cloudy today,0.2
I am doing yoga,I am calm and relaxed,0.66
I am watching a movie,I am going to the gym,0.41
I am cleaning my room,I am very tired,0.52
It is sunny today,I am a bit upset,0.0
I am sad today,The weather is hot,0.0
I am reading a book,The phone is ringing,0.14
I am going to the gym,The food tastes great,0.27
The bed is comfortable,I am coding a project,0.0
The phone is ringing,It is sunny today,0.09
The room is clean,I am studying for exams,0.0
I am calm and relaxed,It is windy today,0.02
I am watching a movie,I am very tired,0.2
I am watching a movie,I am a bit upset,0.52
I am learning a new language,The weather is cold,0.0
The car is parked outside,The computer is running,0.31
I feel confident,I feel excited,0.67
I am coding a project,I am cleaning my room,0.5
I am sad today,I am very tired,0.37
The bed is comfortable,The weather is cold,0.62
The car is parked outside,I am feeling great,0.2
I am cooking dinner,There is a thunderstorm,0.02
The cat is sleeping,I am going to the gym,0.29
I am coding a project,I am cleaning my room,0.53
I am feeling great,The phone is ringing,0.0
I feel confident,There is a thunderstorm,0.0
I am learning a new language,The phone is ringing,0.0
The weather is cold,The car is parked outside,0.67
The cat is sleeping,A storm is coming,0.39
The phone is ringing,I am cleaning my room,0.14
It is raining today,I am coding a project,0.0
I feel confident,I am coding a project,0.38
There is a thunderstorm,There is a thunderstorm,1.0
The weather is cold,I am reading a book,0.16
The car is parked outside,I am feeling great,0.04
I am cooking dinner,I am a bit upset,0.34
A storm is coming,I am studying for exams,0.0
The car is parked outside,The cat is sleeping,0.3
The phone is ringing,The game was fun,0.34
It is sunny today,There is a thunderstorm,0.27
A storm is coming,I am reading a book,0.21
I am going to the gym,The weather is hot,0.11
I am cleaning my room,The cat is sleeping,0.0
I am sad today,The car is parked outside,0.0
The dog is barking,I am cleaning my room,0.1
The phone is ringing,It is a beautiful day,0.44
I am coding a project,I am very tired,0.46
I am playing football,There is a thunderstorm,0.0
The computer is running,I am very tired,0.0
The cat is sleeping,It is windy today,0.3
I am studying for exams,I am sad today,0.23
I am coding a project,I feel excited,0.05
The bed is comfortable,The movie was boring,0.43
The room is clean,The food tastes great,0.36
